price,bathrooms,city,number_of_reviews,review_scores_rating,beds,Air_conditioning,Essentials,Family_kid_friendly,Hair_dryer,Hangers,Heating,Laptop_friendly_workspace,Shampoo,Smoke_detector,Washer,property_type.Boat,property_type.Boutique.hotel,property_type.Condominium,property_type.Dorm,property_type.Guest.suite,property_type.House,property_type.In.law,property_type.Loft,property_type.Other,property_type.Timeshare,room_type.Private.room,room_type.Shared.room
147,1.5,DC,4,98,3,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
100,1,LA,29,98,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
115,1,LA,6,92,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
201,1,SF,38,96,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
189,1,NYC,2,84,2,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
161,1,NYC,35,96,2,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
75,1,NYC,23,97,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
147,1,Chicago,3,84,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
86,1,LA,3,98,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
54,1,Chicago,17,90,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
128,1,LA,34,83,2,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
80,2,NYC,8,86,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
146,1.5,SF,28,92,3,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
81,1,NYC,38,91,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
236,1,DC,41,96,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
186,1,NYC,8,98,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
97,1,SF,13,89,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
70,1,LA,2,79,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
81,1.5,LA,6,98,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
189,1,DC,28,97,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
203,1,LA,3,89,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
65,1.5,LA,34,96,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
93,1,NYC,39,89,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
188,1,NYC,9,95,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
168,1,DC,34,95,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,1,LA,26,97,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
119,1,LA,7,78,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
101,1,NYC,9,86,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
101,1,DC,25,88,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
65,2,LA,4,92,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
89,1,LA,19,89,2,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
78,1,Chicago,31,96,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
57,1,NYC,5,87,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
147,2,LA,7,93,2,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
271,1,DC,8,98,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
82,1,NYC,2,98,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
113,1,LA,18,92,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
170,1,DC,7,95,2,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
95,1,LA,4,92,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
189,1,NYC,36,94,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
137,1,LA,10,93,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
100,1,NYC,20,95,3,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
65,1,NYC,2,98,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
55,1,Chicago,35,94,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
101,1,Boston,2,98,2,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
170,1,NYC,17,96,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
209,1.5,Boston,2,98,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
81,1,DC,5,94,2,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
71,1,NYC,2,98,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
78,1,NYC,4,93,2,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
115,1,LA,8,98,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
147,1,DC,2,98,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
137,1,SF,2,98,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
77,1,Chicago,41,90,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
77,1,LA,43,93,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
57,1.5,LA,6,95,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0
115,1,LA,22,89,2,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
77,1,LA,27,95,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
109,1,LA,26,96,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0
186,1,NYC,13,91,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
124,1,SF,34,96,2,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
110,1.5,DC,10,89,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
231,1.5,SF,42,97,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
65,1,LA,4,92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
78,2,Chicago,24,97,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
65,1,SF,7,89,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
110,1,NYC,4,98,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
110,1,LA,3,98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
133,1,NYC,3,89,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
137,1,LA,40,92,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
100,1,SF,3,89,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
78,1,NYC,40,97,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
97,1,LA,5,85,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,1,DC,2,84,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
133,1,NYC,40,95,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
163,1,LA,26,94,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
97,1,Chicago,32,87,2,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
81,1,NYC,40,91,2,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
180,1,NYC,45,94,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
60,1,LA,4,98,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
186,1,SF,12,95,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
57,1,Chicago,8,98,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
130,1,SF,7,88,2,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
100,1,Chicago,15,97,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
256,2,DC,7,93,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
174,1,NYC,3,98,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
124,1,DC,2,98,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
71,1,LA,13,90,2,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
81,1,LA,3,98,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0
92,1,LA,40,94,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
189,1,NYC,7,98,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
68,1,LA,20,94,3,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0
203,1,Boston,27,97,3,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
97,1,NYC,12,95,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
129,1,NYC,3,89,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
57,1,NYC,15,85,3,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
81,1,NYC,4,98,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
120,1,LA,16,96,2,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
89,1.5,SF,25,96,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
62,1,LA,13,97,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
101,1,NYC,14,95,2,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
85,1,DC,5,94,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
119,1,NYC,46,93,2,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
85,1,NYC,3,98,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
75,1.5,NYC,4,89,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
65,1,Chicago,2,98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
124,1,NYC,42,93,2,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
75,1,LA,30,91,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
88,1,NYC,48,93,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
124,1,LA,13,95,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
128,2,SF,40,94,2,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0
83,1,LA,36,96,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0
203,1.5,NYC,4,92,2,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
109,1,LA,30,90,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
129,1,SF,52,91,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
81,1,LA,5,98,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0
115,1,LA,44,96,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
71,1,Boston,23,86,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
101,1,Boston,12,94,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1
81,2,NYC,24,91,1,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
147,1,NYC,45,93,3,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
93,1,LA,2,84,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
100,2,NYC,28,96,2,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
62,1,LA,2,98,1,1,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0
81,1,LA,34,93,2,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
61,1,Chicago,5,93,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
142,1,DC,45,94,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
110,1,SF,3,84,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
63,1,NYC,4,92,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
120,1,DC,2,98,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
65,1,NYC,3,98,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
124,1.5,Boston,8,96,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0
81,1,NYC,43,91,2,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
68,1,NYC,10,82,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
75,1,NYC,8,98,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
253,3,LA,12,89,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
170,1,NYC,8,96,2,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
106,1.5,NYC,13,93,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
65,1,NYC,50,90,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
106,1,LA,13,87,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
120,1,NYC,3,98,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
124,1,NYC,4,93,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
109,1,DC,11,94,3,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
77,1,LA,18,96,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
50,1,DC,28,85,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
243,2,SF,28,93,3,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
101,1,NYC,35,93,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
75,1,NYC,27,87,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
170,1,LA,27,89,2,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
246,1,Boston,33,88,2,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
251,2,LA,42,97,3,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
233,2,NYC,2,98,2,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
52,1,LA,2,98,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
85,1,NYC,31,96,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
101,1,NYC,6,98,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
201,1,NYC,22,92,3,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
219,2,DC,33,97,2,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
101,1,Boston,42,94,2,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,1.5,LA,10,96,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0
71,1,NYC,4,93,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
174,1,NYC,8,98,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,1,NYC,2,98,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
170,1,SF,3,89,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
59,2,NYC,2,98,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
206,3,LA,32,97,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
230,1,Chicago,17,94,2,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
75,2,NYC,4,84,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
84,1,LA,25,98,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
64,1,NYC,5,82,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
63,1,NYC,4,82,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
109,1,NYC,19,96,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
214,2,DC,2,98,3,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
71,1,NYC,35,93,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
129,1,LA,23,93,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
115,1,LA,2,98,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,1,NYC,20,92,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
84,1,Chicago,3,98,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
162,1.5,SF,2,98,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
202,2,LA,23,90,2,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
75,1.5,NYC,2,84,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
90,1,NYC,2,98,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
60,1,LA,13,87,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
245,1,NYC,42,96,2,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
57,1,Chicago,13,84,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
147,1,SF,43,94,2,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
110,1,NYC,5,98,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
250,2.5,LA,4,92,3,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
120,1,NYC,45,95,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,1,LA,3,98,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
78,1,NYC,2,98,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
78,1,NYC,3,98,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
93,1,NYC,3,89,2,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
128,1,LA,43,97,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
156,2,Chicago,22,95,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
100,2.5,DC,4,98,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
65,1,LA,20,95,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
152,1,LA,26,93,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
96,1,DC,4,98,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
64,1,NYC,6,95,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
60,1.5,NYC,2,84,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
115,1,Boston,10,96,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
115,1,LA,6,87,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
189,1,SF,21,94,2,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
182,1.5,NYC,8,98,2,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
109,1,LA,31,89,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
203,1,SF,16,93,3,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
147,1,NYC,4,87,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
189,1,NYC,6,92,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
75,1,DC,17,98,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
100,1,NYC,30,87,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
84,1,LA,36,95,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
196,1,LA,7,90,2,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
71,2,Chicago,3,98,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0
146,1,DC,14,94,3,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
81,2,Boston,11,98,2,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
182,1,LA,52,94,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
129,2,LA,40,94,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
77,1.5,LA,13,95,2,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0
101,1,NYC,9,93,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
133,1,NYC,31,94,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
178,1,NYC,23,85,2,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
233,2,NYC,8,95,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
165,2,LA,9,94,3,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
173,1,NYC,20,95,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
97,1,Boston,20,93,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
188,2,LA,5,94,3,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
64,1,LA,39,86,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
147,1,NYC,2,84,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
63,1.5,NYC,9,98,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
124,1,SF,49,93,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
79,1,LA,21,93,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0
161,1,NYC,32,94,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
106,1,NYC,36,96,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
85,1,LA,38,90,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0
230,1,NYC,4,98,3,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
78,1,NYC,4,87,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
67,1.5,DC,41,95,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
115,1,LA,14,95,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
